,name,count
0,email_cloud,9
1,email_doe,4
2,email_dpo,7
3,email_freemail,3
4,email_harris,7
5,email_instructors,9
6,email_it_department,0
7,email_jane,7
8,email_kathy,7
9,email_lisa,7
10,email_peter,8
11,it_department_blocked,4
12,nice-project_traffic_blocked,8
13,nice-project_visited,9
