,timestamp_reached,team_id,name,duration,duration_seconds
0,2023-11-22 14:51:18.170177,90,nice-project_traffic_blocked,0 days 00:32:25.917597,1945.917597
1,2023-11-22 14:56:56.940599,91,nice-project_traffic_blocked,0 days 00:38:04.688019,2284.688019
2,2023-11-22 14:38:41.355537,92,nice-project_traffic_blocked,0 days 00:19:49.102957,1189.102957
3,2023-11-22 15:00:18.802984,93,nice-project_traffic_blocked,0 days 00:41:26.550404,2486.550404
4,,94,nice-project_traffic_blocked,,
5,2023-11-22 15:04:19.670620,95,nice-project_traffic_blocked,0 days 00:45:27.418040,2727.41804
6,2023-11-22 14:55:10.599288,96,nice-project_traffic_blocked,0 days 00:36:18.346708,2178.346708
7,2023-11-22 15:13:34.705577,97,nice-project_traffic_blocked,0 days 00:54:42.452997,3282.452997
8,2023-11-22 14:37:40.400629,98,nice-project_traffic_blocked,0 days 00:18:48.148049,1128.148049
9,2023-11-22 15:05:41.982738,99,nice-project_traffic_blocked,0 days 00:46:49.730158,2809.730158
10,2023-11-22 14:55:39.062926,100,nice-project_traffic_blocked,0 days 00:36:46.810346,2206.810346
11,2023-11-22 14:36:55.277590,101,nice-project_traffic_blocked,0 days 00:18:03.025010,1083.02501
12,,90,email_cloud,,
13,2023-11-22 14:42:55.385417,91,email_cloud,0 days 00:24:03.132837,1443.132837
14,2023-11-22 14:51:30.100696,92,email_cloud,0 days 00:32:37.848116,1957.848116
15,,93,email_cloud,,
16,2023-11-22 15:19:18.704421,94,email_cloud,0 days 01:00:26.451841,3626.451841
17,,95,email_cloud,,
18,,96,email_cloud,,
19,2023-11-22 14:44:28.516506,97,email_cloud,0 days 00:25:36.263926,1536.263926
20,2023-11-22 14:33:51.822111,98,email_cloud,0 days 00:14:59.569531,899.569531
21,2023-11-22 15:02:12.351835,99,email_cloud,0 days 00:43:20.099255,2600.099255
22,2023-11-22 15:00:05.191001,100,email_cloud,0 days 00:41:12.938421,2472.938421
23,,101,email_cloud,,
24,,90,email_harris,,
25,2023-11-22 15:14:24.972355,91,email_harris,0 days 00:55:32.719775,3332.719775
26,2023-11-22 14:57:59.530036,92,email_harris,0 days 00:39:07.277456,2347.277456
27,,93,email_harris,,
28,2023-11-22 15:21:29.705976,94,email_harris,0 days 01:02:37.453396,3757.453396
29,,95,email_harris,,
30,,96,email_harris,,
31,2023-11-22 14:59:53.122780,97,email_harris,0 days 00:41:00.870200,2460.8702
32,2023-11-22 14:45:29.561020,98,email_harris,0 days 00:26:37.308440,1597.30844
33,2023-11-22 15:18:23.081268,99,email_harris,0 days 00:59:30.828688,3570.828688
34,2023-11-22 15:09:12.325212,100,email_harris,0 days 00:50:20.072632,3020.072632
35,2023-11-22 14:53:31.152837,101,email_harris,0 days 00:34:38.900257,2078.900257
36,,90,email_dpo,,
37,,91,email_dpo,,
38,2023-11-22 15:11:20.998220,92,email_dpo,0 days 00:52:28.745640,3148.74564
39,,93,email_dpo,,
40,,94,email_dpo,,
41,2023-11-22 14:54:54.073067,95,email_dpo,0 days 00:36:01.820487,2161.820487
42,,96,email_dpo,,
43,,97,email_dpo,,
44,,98,email_dpo,,
45,,99,email_dpo,,
46,,100,email_dpo,,
47,2023-11-22 15:11:16.693375,101,email_dpo,0 days 00:52:24.440795,3144.440795
48,2023-11-22 15:16:21.425629,90,email_kathy,0 days 00:57:29.173049,3449.173049
49,2023-11-22 14:54:39.349785,91,email_kathy,0 days 00:35:47.097205,2147.097205
50,2023-11-22 14:41:37.217561,92,email_kathy,0 days 00:22:44.964981,1364.964981
51,2023-11-22 15:08:06.676312,93,email_kathy,0 days 00:49:14.423732,2954.423732
52,2023-11-22 15:02:15.227590,94,email_kathy,0 days 00:43:22.975010,2602.97501
53,,95,email_kathy,,
54,,96,email_kathy,,
55,,97,email_kathy,,
56,2023-11-22 14:52:15.247629,98,email_kathy,0 days 00:33:22.995049,2002.995049
57,,99,email_kathy,,
58,2023-11-22 14:53:16.992418,100,email_kathy,0 days 00:34:24.739838,2064.739838
59,,101,email_kathy,,
60,2023-11-22 15:21:40.720376,90,email_doe,0 days 01:02:48.467796,3768.467796
61,2023-11-22 15:19:04.598388,91,email_doe,0 days 01:00:12.345808,3612.345808
62,2023-11-22 14:53:43.764653,92,email_doe,0 days 00:34:51.512073,2091.512073
63,,93,email_doe,,
64,,94,email_doe,,
65,,95,email_doe,,
66,,96,email_doe,,
67,2023-11-22 14:34:26.150400,97,email_doe,0 days 00:15:33.897820,933.89782
68,2023-11-22 15:04:35.354734,98,email_doe,0 days 00:45:43.102154,2743.102154
69,,99,email_doe,,
70,2023-11-22 14:39:24.368489,100,email_doe,0 days 00:20:32.115909,1232.115909
71,,101,email_doe,,
72,2023-11-22 15:07:27.425525,90,email_jane,0 days 00:48:35.172945,2915.172945
73,2023-11-22 15:09:44.090376,91,email_jane,0 days 00:50:51.837796,3051.837796
74,,92,email_jane,,
75,2023-11-22 14:49:58.986087,93,email_jane,0 days 00:31:06.733507,1866.733507
76,,94,email_jane,,
77,2023-11-22 15:00:54.042036,95,email_jane,0 days 00:42:01.789456,2521.789456
78,2023-11-22 15:18:44.380254,96,email_jane,0 days 00:59:52.127674,3592.127674
79,2023-11-22 14:38:35.991683,97,email_jane,0 days 00:19:43.739103,1183.739103
80,2023-11-22 14:44:16.427543,98,email_jane,0 days 00:25:24.174963,1524.174963
